"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Variable: Annual Mean Precipitation (mm),Comment: Annual Mean Precipitation (mm),Variable: Precipitation Constancy (),Comment: Precipitation Constancy ()
Ethnographic Atlas,Northern Pomo,Nc17,xd1115,Northern Pomo (Nc17),39.0,-123.0,39.0,-123.0,nort2966,Northern Pomo,pej,Pomoan,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to those of Kalekau,,63918.08859,,0.274571077,
Ethnographic Atlas,Eastern Ojibwa,Na39,xd1055,Eastern Ojibwa (Na39),46.0,-85.0,46.0,-85.0,east2542,Eastern Ojibwa,ojg,Algic,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Kitchibuan of Parry Island,,66902.74524,,0.627270518,
Ethnographic Atlas,Coast Yuki,Nc15,xd1113,Coast Yuki (Nc15),39.34,-123.77,39.0,-124.0,yuki1243,Yuki,yuk,Yuki-Wappo,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,69660.14953,,0.353915894,
Ethnographic Atlas,Tubaduka,Nd40,xd1175,Tubaduka (Nd40),40.0,-113.0,40.0,-113.0,west2622,Western Shoshoni,,Uto-Aztecan,,NA,Missing data,,,,33035.14434,,0.463378021,
Ethnographic Atlas,Tatoga,Aj28,xd404,Tatoga (Aj28),-5.0,35.0,-5.0,35.0,dato1239,Datooga,tcc,Nilotic,,NA,Missing data,,,,92834.81079,,0.464358575,
Ethnographic Atlas,Tswana,Ab13,xd14,Tswana (Ab13),-24.0,27.0,-24.0,27.0,tswa1253,Tswana,tsn,Atlantic-Congo,1880,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to the Kgatla (Bakxatla),,78320.73565,,0.367456803,
Ethnographic Atlas,Menominee,Nf9,xd1243,Menomini (Nf9),46.0,-88.0,46.0,-88.0,meno1252,Menominee,mez,Algic,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,65040.16611,,0.613551921,
Ethnographic Atlas,Ch'orti',Sa3,xd1319,Chorti (Sa3),14.0,-89.0,14.0,-89.0,chor1273,Chortí,caa,Mayan,,NA,Missing data,,,,78807.52264,,0.385471031,
Ethnographic Atlas,Seniang,Ih2,xd868,Seniang (Ih2),-16.51,167.47,-17.0,167.0,sout2857,South West Bay,sns,Austronesian,1930,1,"Trance behavior is known to occur, but there is no belief in possession.",,Malekula Island,,153148.5798,,0.489759164,
Ethnographic Atlas,Nyimang,Ai43,xd374,Nyima (Ai43),12.0,29.0,12.0,29.0,amas1236,Ama (Sudan),nyi,Nyimang,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,69907.88513,,0.338192659,
Ethnographic Atlas,Myaamia,Nf4,xd1238,Miami (Nf4),40.0,-86.0,40.0,-86.0,miam1252,Miami,mia,Algic,,NA,Missing data,,,,84531.65068,,0.587189741,
Ethnographic Atlas,Fon,Af1,xd186,Fon (Af1),7.0,2.0,7.0,2.0,fonn1241,Fon,fon,Atlantic-Congo,1890,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,City and environs of Abomey,,114270.3635,,0.416806876,
Ethnographic Atlas,Sumbawanese,Ic12,xd762,Sumbawanese (Ic12),-8.63,117.27,-4.0,118.0,sumb1241,Sumbawa,smw,Austronesian,1951,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the village of Rarak in Western Sumbawa,,186978.2132,,0.457693987,
Ethnographic Atlas,Tolowa,Nb6,xd1103,Tolowa (Nb6),42.0,-124.0,42.0,-124.0,tolo1259,Tolowa,tol,Athapaskan-Eyak-Tlingit,1870,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,107464.344,,0.387887053,
Ethnographic Atlas,Shasta,Nb32,xd1093,Shasta (Nb32),41.0,-122.0,41.0,-122.0,shas1239,Shasta,sht,Shastan,1860,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to the Shastika or eastern Shasta,,114675.9234,,0.302894652,
Ethnographic Atlas,Eromangans,Ih12,xd865,Eromangans (Ih12),-18.85,169.16,-19.0,169.0,siee1239,Sie,erg,Austronesian,,NA,Missing data,,,,128099.7419,,0.475188614,
Ethnographic Atlas,Mahaguaduka,Nd35,xd1169,Mahaguaduka (Nd35),39.0,-117.0,39.0,-117.0,west2622,Western Shoshoni,,Uto-Aztecan,,NA,Missing data,,,,38287.80431,,0.370013105,
Ethnographic Atlas,Mixe,Nj7,xd1306,Mixe (Nj7),17.0,-95.0,17.0,-95.0,isth1238,Isthmus Mixe,mir,Mixe-Zoque,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to Ayutla,,102701.3922,,0.536635279,
Ethnographic Atlas,Magar,Ee8,xd660,Magar (Ee8),28.0,84.0,28.0,84.0,east2352,Eastern Magar,mgp,Sino-Tibetan,,NA,Missing data,,,,216996.7918,,0.234079022,
Ethnographic Atlas,Rotinese,Ic4,xd766,Rotinese (Ic4),-10.71,123.18,-11.0,123.0,term1237,Termanu,twu,Austronesian,1920,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,138523.3334,,0.341826346,
Ethnographic Atlas,Cheyenne,Ne5,xd1224,Cheyenne (Ne5),39.0,-104.0,39.0,-104.0,chey1247,Cheyenne,chy,Algic,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,61599.32491,,0.463901951,
Ethnographic Atlas,Palaung,Ei18,xd705,Palaung (Ei18),23.0,97.0,23.0,97.0,shwe1236,Shwe Palaung,pll,Austroasiatic,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Katur subtribe,,107503.9096,,0.32889496,
Ethnographic Atlas,Kuikuru,Si10,xd1398,Kuikuru (Si10),-13.0,-54.0,-13.0,-54.0,kuik1246,Kuikúro-Kalapálo,kui,Cariban,,NA,Missing data,,,,127652.1465,,0.264891766,
Ethnographic Atlas,Takelma,Nb30,xd1091,Takelma (Nb30),42.0,-123.0,42.0,-123.0,take1257,Takelma,tkm,Takelma,1860,2,A belief in possession exists.,,,,123381.5036,,0.3532445,
Ethnographic Atlas,Sandawe,Aa6,xd6,Sandawe (Aa6),-5.0,36.0,-5.0,36.0,sand1273,Sandawe,sad,Sandawe,1920,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,89122.08238,,0.527294965,
Ethnographic Atlas,Yana,Nc11,xd1109,Yana (Nc11),41.0,-122.0,41.0,-122.0,yana1271,Yana,ynn,Yana,,NA,Missing data,,,,114675.9234,,0.302894652,
Ethnographic Atlas,Akyem,Af12,xd189,Akyem (Af12),7.0,-1.0,7.0,-1.0,akye1239,Akyem Bosome,,Atlantic-Congo,,NA,Missing data,,,,115073.805,,0.461779208,
Ethnographic Atlas,Poqomam,Sa17,xd1317,Pokomam (Sa17),15.0,-91.0,15.0,-91.0,poqo1253,Poqomam,poc,Mayan,1950,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to the village of Chinantla,,90766.66603,,0.440387099,
Ethnographic Atlas,Babylonians,Cj4,xd590,Babylonians (Cj4),32.0,45.0,32.0,45.0,jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr,Afro-Asiatic,-2000,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,City and environs of Babylon,,6990.327135,,0.192539484,
Ethnographic Atlas,Ho Chunk,Nf2,xd1236,Winnebago (Nf2),44.0,-88.0,44.0,-88.0,hoch1243,Ho-Chunk,win,Siouan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,65162.55505,,0.591649125,
Ethnographic Atlas,Teita,Ad37,xd106,Teita (Ad37),-4.0,39.0,-4.0,39.0,tait1250,Taita,dav,Atlantic-Congo,,NA,Missing data,,,,96037.25706,,0.592757318,
Ethnographic Atlas,Yurok,Nb4,xd1101,Yurok (Nb4),41.0,-124.0,41.0,-124.0,yuro1248,Yurok,yur,Algic,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,95250.29751,,0.382903894,
Ethnographic Atlas,Bakwe,Af46,xd226,Bakwe (Af46),5.0,-7.0,5.0,-7.0,bakw1243,Bakwé,bjw,Atlantic-Congo,,NA,Missing data,,,,131646.9554,,0.455059745,
Ethnographic Atlas,Hausa Kanawa,Cb9,xd486,Hausa Kanawa (Cb9),12.0,9.0,12.0,9.0,kano1249,Kano,,Afro-Asiatic,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,"Hausa, with special reference to the Kanawa",,68623.55334,,0.316725652,
Ethnographic Atlas,Koiari,Ie24,xd801,Koiari (Ie24),-9.0,148.0,-9.0,148.0,gras1249,Grass Koiari,kbk,Koiarian,,NA,Missing data,,,,185681.3916,,0.579292757,
Ethnographic Atlas,Pawnee,Nf6,xd1240,Pawnee (Nf6),42.0,-100.0,42.0,-100.0,pawn1254,Pawnee,paw,Caddoan,1867,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Skidi Band or subtribe,,49431.81182,,0.49570991,
Ethnographic Atlas,French Basques,Ce4,xd531,Basques (Ce4),43.0,-1.0,43.0,-1.0,labo1236,Labourdin,,Basque,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Labourd,,90356.80274,,0.655631884,
Ethnographic Atlas,Nuxalk,Nb9,xd1106,Bellacoola (Nb9),52.0,-127.0,52.0,-127.0,bell1243,Bella Coola,blc,Salishan,1880,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,"Central group, lower B.C. River",,211011.3098,,0.515818567,
Ethnographic Atlas,Iatmul,Ie35,xd813,Iatmul (Ie35),-4.0,143.0,-4.0,143.0,iatm1242,Iatmul,ian,Ndu,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,365849.962,,0.662635211,
Ethnographic Atlas,Mam,Sa8,xd1324,Mam (Sa8),15.0,-92.0,15.0,-92.0,mamm1241,Mam,mam,Mayan,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the village of Santiago Chimaltenango,,105618.0479,,0.333812588,
Ethnographic Atlas,Bomvana,Ab21b,xd24,Bomvana (Ab21b),-32.0,28.0,-32.0,28.0,bomv1238,Bomvana,,Atlantic-Congo,,NA,Missing data,,,,115181.4103,,0.545597755,
Ethnographic Atlas,Yahgan,Sg1,xd1383,Yahgan (Sg1),-55.02,-68.98,-55.0,-69.0,yama1264,Yámana,yag,Yámana,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,Eastern and central,,106173.9762,,0.801771634,
Ethnographic Atlas,Kunta,Cc18,xd496,Kunta (Cc18),19.0,-1.0,19.0,-1.0,hass1238,Hassaniyya,mey,Afro-Asiatic,,NA,Missing data,,,,8834.998586,,0.281527563,
Ethnographic Atlas,Yucatec Maya,Sa6,xd1322,Yucatec Maya (Sa6),18.0,-90.0,18.0,-90.0,yuca1254,Yucatec Maya,yua,Mayan,1520,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,73169.5534,,0.619854871,
Ethnographic Atlas,Mapuche,Sg2,xd1384,Mapuche (Sg2),-39.0,-68.0,-39.0,-68.0,mapu1245,Mapudungun,arn,Araucanian,,NA,Missing data,,,,41571.08374,,0.521887241,
Ethnographic Atlas,Lifu,Ih7,xd873,Lifu (Ih7),-20.94,167.23,-21.0,163.0,dehu1237,Dehu,dhv,Austronesian,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,106659.6467,,0.476325149,
Ethnographic Atlas,Maidu,Nc12,xd1110,Maidu (Nc12),40.0,-121.0,40.0,-121.0,nort2952,Northeast Maidu,nmu,Maiduan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Northeastern Mountain Maidu,,102101.7774,,0.269572343,
Ethnographic Atlas,Tuareg Ahaggar,Cc9,xd506,Tuareg Ahaggar (Cc9),23.0,6.0,23.0,6.0,hogg1238,Hoggar,,Afro-Asiatic,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Ahaggaren tribe,,5661.322682,,0.160253272,
Ethnographic Atlas,Pekangekum,Na34,xd1050,Pekangekum (Na34),52.0,-94.0,52.0,-94.0,lacs1238,Lac Seul Ojibwa,,Algic,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date,,46125.80983,,0.632215071,
Ethnographic Atlas,Nomlaki,Nc1,xd1107,Nomlaki (Nc1),39.0,-122.0,39.0,-122.0,wint1259,Wintu,wit,Wintuan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,73004.3637,,0.240413739,
Ethnographic Atlas,Kuku,Aj15,xd390,Kuku (Aj15),4.0,32.0,4.0,32.0,kuku1285,Kuku,,Nilotic,,NA,Missing data,,,,143130.0985,,0.420641547,
Ethnographic Atlas,Udmurt,ch26,xd564,Udmurt (ch26),57.0,53.0,57.0,53.0,sout2681,South Udmurt,,Uralic,,NA,Missing data,,,,59965.61981,,0.669737448,
Ethnographic Atlas,Nambikwara,Si4,xd1401,Nambicura (Si4),-12.0,-59.0,-12.0,-59.0,sout2994,Southern Nambikuára,nab,Nambiquaran,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Cocozu Group,,127167.8487,,0.320751971,
Ethnographic Atlas,Tasmanians (northwestern),Id8,xd783,Tasmanians (Id8),-42.0,146.0,-42.0,146.0,port1278,Port Sorell,,Western Tasmanian,1830,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,101016.089,,0.654708125,
Ethnographic Atlas,Guaraní,Sh7,xd1394,Chiriguano (Sh7),-20.0,-63.0,-20.0,-63.0,east2555,Eastern Bolivian Guaraní,gui,Tupian,1900,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,139787.8055,,0.401356628,
Ethnographic Atlas,K'iche',Sa13,xd1313,Quiche (Sa13),15.0,-91.0,15.0,-91.0,kich1262,K'iche',quc,Mayan,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,Town of Chichicastenango,,90766.66603,,0.440387099,
Ethnographic Atlas,Uru,Sf9,xd1382,Uru (Sf9),-16.0,-69.0,-16.0,-69.0,uruu1244,Uru,ure,Uru-Chipaya,,NA,Missing data,,,,189913.4688,,0.500354938,
Ethnographic Atlas,Ponca,Nf12,xd1232,Ponca (Nf12),43.0,-99.0,43.0,-99.0,ponc1241,Ponca,,Siouan,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,49240.78587,,0.515036573,
Ethnographic Atlas,Kalmyk,Ci1,xd574,Kalmyk (Ci1),46.0,46.0,46.0,46.0,kalm1243,Kalmyk,xal,Mongolic,,NA,Missing data,,,,31668.33006,,0.530228064,
Ethnographic Atlas,Makonde,Ac41,xd68,Makonde (Ac41),-11.0,40.0,-11.0,40.0,mako1251,Makonde,kde,Atlantic-Congo,,NA,Missing data,,,,117047.6186,,0.50965137,
Ethnographic Atlas,Banaro,Ie27,xd804,Banaro (Ie27),-4.56,144.34,-4.0,145.0,bana1292,Banaro,byz,Banaro,,NA,Missing data,,,,334433.5666,,0.653040923,
Ethnographic Atlas,Mattole-Bear River,Nb38,xd1099,Mattole (Nb38),40.35,-123.47,40.0,-124.0,matt1238,Mattole,mvb,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,100117.2599,,0.327273459,
Ethnographic Atlas,Bilaan,Ia17,xd740,Bilaan (Ia17),6.0,125.0,6.0,125.0,koro1310,Koronadal Blaan,bpr,Austronesian,,NA,Missing data,,,,229276.3268,,0.664194318,
Ethnographic Atlas,Lida Shoshoni,Nd34,xd1168,Lida Shoshoni (Nd34),37.0,-117.0,37.0,-117.0,west2622,Western Shoshoni,,Uto-Aztecan,,NA,Missing data,,,,34586.5803,,0.281401228,
Ethnographic Atlas,Kwakiutl,Nb3,xd1090,Kwakiutl (Nb3),51.0,-127.49,51.0,-128.0,kwak1269,Kwakiutl,kwk,Wakashan,1890,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,162487.7708,,0.496659206,
Ethnographic Atlas,Uveans,Ii13,xd879,Uveans (Ii13),-13.28,-176.17,-13.0,-176.0,wall1257,Wallisian,wls,Austronesian,1830,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,231041.4913,,0.639633161,
Ethnographic Atlas,Mazateco,Nj5,xd1304,Mazateco (Nj5),18.0,-97.0,18.0,-97.0,huau1238,Huautla Mazatec,mau,Otomanguean,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,93668.3427,,0.631501027,
Ethnographic Atlas,Bribri,Sa5,xd1321,Bribri (Sa5),9.0,-83.0,9.0,-83.0,brib1243,Bribri,bzd,Chibchan,,NA,Missing data,,,,122778.3028,,0.452190349,
Ethnographic Atlas,Tzeltal,Sa2,xd1318,Tzeltal (Sa2),17.0,-92.0,17.0,-92.0,tzel1254,Tzeltal,tzh,Mayan,,NA,Missing data,,,,96823.55391,,0.587614889,
Ethnographic Atlas,Macassarese,Ic1,xd759,Macassarese (Ic1),-5.31,119.69,-5.0,119.0,maka1311,Makasar,mak,Austronesian,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,Borongloe,,157292.3994,,0.48044708,
Ethnographic Atlas,Omaha,Nf3,xd1237,Omaha (Nf3),41.0,-96.0,41.0,-96.0,omah1248,Omaha,,Siouan,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,Omaha Tribe,,56576.73156,,0.512840953,
Ethnographic Atlas,Gurage,Ca8,xd456,Gurage (Ca8),8.0,38.0,8.0,38.0,seba1251,Sebat Bet Gurage,sgw,Afro-Asiatic,1940,2,A belief in possession exists.,,,,86364.89723,,0.360753691,
Ethnographic Atlas,Eyak,Nb5,xd1102,Eyak (Nb5),60.34,-144.85,60.0,-145.0,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit,1890,1,"Trance behavior is known to occur, but there is no belief in possession.",,Eyak Tribe,,174457.3566,,0.619535746,
Ethnographic Atlas,Kwere,Ad27,xd95,Kwere (Ad27),-7.0,39.0,-7.0,39.0,kwer1261,Kwere,cwe,Atlantic-Congo,,NA,Missing data,,,,111772.7702,,0.572516453,
Ethnographic Atlas,Balinese,Ib3,xd752,Balinese (Ib3),-8.18,115.02,-8.0,115.0,bali1278,Balinese,ban,Austronesian,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Tihingan Village,,183963.9894,,0.500496642,
Ethnographic Atlas,Lacandon,Sa10,xd1310,Lacandon (Sa10),17.0,-92.0,17.0,-92.0,laca1243,Lacandon,lac,Mayan,,NA,Missing data,,,,96823.55391,,0.587614889,
Ethnographic Atlas,Toro,Ad48,xd118,Toro (Ad48),1.0,31.0,1.0,31.0,toor1238,Tooro,ttj,Atlantic-Congo,1950,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,164579.0542,,0.461386913,
Ethnographic Atlas,Nyakyusa,Ad6,xd123,Nyakyusa (Ad6),-9.0,34.0,-9.0,34.0,nyak1261,Nyakyusa,,Atlantic-Congo,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Age villages of Mwaya and Masoko,,108215.3335,,0.436179144,
Ethnographic Atlas,Hupa,Nb35,xd1096,Hupa (Nb35),41.0,-123.0,41.0,-123.0,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit,1860,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,110570.2982,,0.324808806,
Ethnographic Atlas,Wadatkuht,Nd26,xd992,Wadatkuht (Nd26),41.0,-120.0,41.0,-120.0,sout2967,South Northern Paiute,,Uto-Aztecan,,NA,Missing data,,,,60033.4452,,0.359275402,
Ethnographic Atlas,Bacairi,Si3,xd1400,Bacairi (Si3),-14.0,-55.0,-14.0,-55.0,baka1277,Bakairí,bkq,Cariban,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,Simao Lopes,,122925.943,,0.263485135,
Ethnographic Atlas,Tokelau,Ii6,xd885,Tokelau (Ii6),-9.2,-171.85,-9.0,-172.0,toke1240,Tokelau,tkl,Austronesian,1900,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to Atafu,,282599.9414,,0.697843674,
Ethnographic Atlas,Caddo,Nf14,xd1234,Caddo (Nf14),33.0,-93.0,33.0,-93.0,cadd1256,Caddo,cad,Caddoan,,NA,Missing data,,,,86620.64129,,0.575729169,
Ethnographic Atlas,Mota,Ih1,xd862,Mota (Ih1),-13.84,167.7,-14.0,168.0,mota1237,Mota,mtt,Austronesian,1890,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,204076.6698,,0.567431353,
Ethnographic Atlas,Besermyan,ch13,xd550,Besermyan (ch13),58.0,52.0,58.0,52.0,nort2676,North Udmurt,,Uralic,,NA,Missing data,,,,60351.60667,,0.665076847,
Ethnographic Atlas,Ngäbe,Sa14,xd1314,Guaymi (Sa14),8.0,-81.0,8.0,-81.0,ngab1239,Ngäbere,gym,Chibchan,,NA,Missing data,,,,210218.1637,,0.420928279,
Ethnographic Atlas,Kashmiri,Ef8,xd670,Kashmir (Ef8),34.0,75.0,34.0,75.0,kash1277,Kashmiri,kas,Indo-European,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Pandit or Sarasvati Brahmans,,126518.8766,,0.42545238,
Ethnographic Atlas,Ha,Ae14,xd132,Ha (Ae14),-5.0,30.0,-5.0,30.0,haaa1252,Ha,haq,Atlantic-Congo,,NA,Missing data,,,,135040.0948,,0.315622826,
Ethnographic Atlas,Chimariko,Nb33,xd1094,Chimariko (Nb33),41.0,-123.0,41.0,-123.0,chim1301,Chimariko,cid,Chimariko,,NA,Missing data,,,,110570.2982,,0.324808806,
Ethnographic Atlas,Pondo,Ab10,xd11,Pondo (Ab10),-31.0,30.0,-31.0,30.0,mpon1252,Mpondo,,Atlantic-Congo,1936,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,128040.8127,,0.536729132,
Ethnographic Atlas,Abelam,Ie15,xd791,Abelam (Ie15),-3.79,143.09,4.0,-145.0,ambu1247,Ambulas,abt,Ndu,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,Kalabu; Northern Abelam,,335699.107,,0.648885528,
Ethnographic Atlas,Mafa,Ah7,xd334,Matakam (Ah7),11.0,14.0,11.0,14.0,mafa1239,Mafa,maf,Afro-Asiatic,1940,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,71063.11734,,0.318772605,
Ethnographic Atlas,Lamba,Ac5,xd71,Lamba (Ac5),-13.0,28.0,-13.0,28.0,lamb1271,Lamba,lam,Atlantic-Congo,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,123074.0292,,0.349918153,
Ethnographic Atlas,Tsimshian,Nb7,xd1104,Tsimshian (Nb7),54.64,-130.25,55.0,-130.0,nucl1649,Nuclear Tsimshian,tsi,Tsimshian,1880,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,184716.8116,,0.553363054,
Ethnographic Atlas,Fore,Ie31,xd809,Fore (Ie31),-6.0,145.0,-6.0,145.0,fore1270,Fore,for,Nuclear Trans New Guinea,,NA,Missing data,,,,327433.5795,,0.590157668,
Ethnographic Atlas,Shina,Ee5,xd657,Dard (Ee5),35.0,73.0,35.0,73.0,shin1264,Shina,scl,Indo-European,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Shina tribe,,84959.08646,,0.398730201,
Ethnographic Atlas,Sinkyone,Nb39,xd1100,Sinkyone (Nb39),39.73,-123.6,40.0,-124.0,wail1244,Wailaki,wlk,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,83551.31477,,0.361060889,
Ethnographic Atlas,Muria Gond,Eg13,xd676,Muria Gond (Eg13),20.0,81.0,20.0,81.0,nort2702,Northern Gondi,gno,Dravidian,,NA,Missing data,,,,135592.8896,,0.301057849,
Ethnographic Atlas,Emberá,Sa4,xd1320,Choco (Sa4),8.0,-78.0,8.0,-78.0,nort2972,Northern Emberá,emp,Chocoan,1960,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,with special reference to those of Panama,,282178.6722,,0.354264628,
Ethnographic Atlas,Bulgarians,Ch5,xd569,Bulgarians (Ch5),43.0,24.0,43.0,24.0,bulg1262,Bulgarian,bul,Indo-European,1940,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the village of Dragelevtsy,,59721.28351,,0.593000884,
Ethnographic Atlas,Moghol,Ea7,xd606,Moghol (Ea7),34.0,63.0,34.0,63.0,mogh1245,Mogholi,mhj,Mongolic,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,12936.59997,,0.229614799,
Ethnographic Atlas,Abipón,Sh3,xd1390,Abipon (Sh3),-29.0,-61.0,-29.0,-61.0,abip1241,Abipon,axb,Guaicuruan,1800,1,"Trance behavior is known to occur, but there is no belief in possession.",,Those in contact with mission,,84031.72179,,0.465998294,
Ethnographic Atlas,Buduma,Cb5,xd482,Buduma (Cb5),13.0,15.0,13.0,15.0,budu1265,Buduma,bdm,Afro-Asiatic,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,49670.96976,,0.283205094,
Ethnographic Atlas,Gujarati,Ef9,xd671,Gujarati (Ef9),20.0,77.0,20.0,77.0,guja1252,Gujarati,guj,Indo-European,,NA,Missing data,,,,106930.8819,,0.262222547,
Ethnographic Atlas,Trobriands,Ig2,xd852,Trobriands (Ig2),-8.43,151.09,-8.0,151.0,kili1267,Kilivila,kij,Austronesian,1910,1,"Trance behavior is known to occur, but there is no belief in possession.",,Kiriwina Island,,223167.9529,,0.613237154,
Ethnographic Atlas,Guna,Sa1,xd1309,Cuna (Sa1),9.0,-78.0,9.0,-78.0,bord1248,Border Kuna,kvn,Chibchan,1940,2,A belief in possession exists.,,San Blas Archipelago,,196658.8431,,0.416120932,
Ethnographic Atlas,Adara,Ah19,xd308,Kadara (Ah19),10.0,8.0,10.0,8.0,kada1284,Kadara,kad,Atlantic-Congo,,NA,Missing data,,,,121622.591,,0.317138977,
